,a1,a2,a3,a4,encoded_condition
0,-1.0724481551553071,1.1892858891311486,-0.9292694435260497,1.054442834492927,0
1,0.8384155643226826,-1.9857002506636576,0.9451127407338238,0.018818740980273016,0
2,-0.1577026731599167,1.5457527061547647,-0.5124384053175111,-1.2449006938433627,0
3,0.12408610420471608,0.16831300919808526,0.03323161090733406,1.3857515754577647,0
4,0.7894622763983401,-1.2607469268937812,0.9400120735944447,-1.1342212143438215,0
6,-0.9314374636298747,1.070391716245361,-1.513270004822226,0.07324143625008368,0
7,-0.20266703379549048,1.1983453577485472,1.2768465727436071,-1.3213915273849441,0
8,-0.4842620398139333,-0.56018491681373,2.1030610294831225,-0.6915641044734732,0
9,-1.4054486174770464,0.133218353387354,-0.33803432839484215,1.1138147322418896,0
10,2.4689914336609697,-0.18585204433909253,-0.3996039003456259,-0.614054010884699,0
11,-0.5223216948254042,2.5285546276347413,1.111065205902762,1.7104669779923256,0
13,-0.23612261756484376,-0.3061576438362313,-0.18735384172986647,0.3827504633930784,0
14,0.14287712053689303,-0.18347194710145148,-0.7686210265279975,-1.072341705228755,0
15,0.3097420742109425,-0.5620240570593672,0.25681386690243685,0.09794198733123728,0
16,-0.07685017772306732,-1.8850896294173687,-0.9019324502752507,-0.3791956475105847,0
17,0.3641902210742471,0.00842559227238734,0.12777215350869167,-0.4843300048783825,0
19,0.8276560500068642,-0.2434835474252979,0.6099246594587648,-0.053116897794149756,0
20,0.03791570630621027,-0.8149001644757077,0.10953210325286515,0.1571708411985766,0
21,-0.4451654678879332,1.4918954140232634,0.8381891987570039,-0.2664058364133339,0
22,0.7491546335586526,1.0979419235978314,-1.021349398473208,-0.06386557411682134,0
23,-0.8229275115335823,0.6864484845334514,-0.4380913393555485,1.8071171537172994,0
24,0.9176356162386855,0.10236422140533669,0.02228315802347046,-0.4053778899728417,0
25,0.497131777305342,-2.054233768428168,0.7805290621896305,0.018213265764739067,0
27,-0.0804011177128032,-0.12053673818650787,0.15644468219971913,-0.2626531062395797,0
28,-0.4889521871705775,1.0490911799127873,-0.8718933947487175,0.5163980414560592,0
29,0.09752481685491822,-1.2807390625269122,-0.8970803599521578,-0.44027596408864816,0
30,0.18452434793102626,-0.5815592458104801,-0.8281987556781502,-1.380734468882566,0
31,-0.09159681773455967,-0.026150868745059272,0.5463245054632536,0.04502472756862939,0
32,-0.22826366813155946,0.2230929934497355,1.021380627548907,0.8195294542412656,0
33,-0.7459894775375857,-0.06816381387671719,2.685363520579734,1.5080888417470697,0
34,1.171021677933684,-0.7299761607257723,0.06593657208177826,1.2225251866502633,0
35,-0.7673443610205906,-1.2730788163494817,1.4395804523821905,0.7992398089268402,0
37,-1.3407634182953985,1.5440185785466096,-0.8031183233959753,2.337595678278844,0
38,0.695264980554718,1.2767330343600525,-0.4627101289789062,0.12940498135049694,0
39,0.40407949396193354,0.33680181258740705,-0.5639454586142159,-0.11065102913927219,0
40,0.19784052302529373,0.22969459871416797,-0.7473596380596741,-0.08832170548040814,0
41,-1.139569508555067,-1.2011054251625755,2.63069921888916,-0.512947468078392,0
42,-2.508469986192439,-0.07539265678665252,1.6272236659748551,2.2962953769916097,0
43,1.5826276487491084,-0.8186352085548105,-0.6467990169257125,-0.29609004791273463,0
44,0.4651995405860982,-0.26582030305367726,0.2567547895551896,0.11289557464859935,0
45,0.10435906017131558,-0.113461156963709,0.18558111333880278,1.0550132726443389,0
46,0.19002681359638846,0.6224305101806828,0.670893773126052,-0.1106180190127438,0
47,2.3681822911596453,-2.235590593360229,0.36615150944054015,-2.1841662010820437,0
48,0.8955120530352575,-0.924871101354885,-0.09183545604210508,-0.22977965321751473,0
49,-0.02075757671828463,0.1740642959168497,-1.2319004184082998,0.476059087713336,0
50,-0.22096721609785558,-0.247287275445673,0.042054796577357494,-0.005558658335918434,0
